Navn,Hold,Position,Pris,Startpris,Vækst Runde 1,Vækst Runde 2,Vækst Runde 3,Vækst%,Runde1-points,Popularitet%,UdeAfSpil,Skadet
Daniel Jebbison,Canada,ANG,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Cyle Christopher Larin,Canada,ANG,3407000,3000000,167000,267000,-27000,13.57,0,0.18,Nej,Nej
Aribim Pepple,Canada,ANG,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Jacen Russell-Rowe,Canada,ANG,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Findlay Curtis,Skotland,ANG,2006000,2000000,12000,-5000,-1000,0.30,0,0.05,Nej,Nej
George Hirst,Skotland,ANG,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.01,Nej,Nej
Che Adams,Skotland,ANG,3042000,3000000,52000,-9000,-1000,1.40,0,0.37,Nej,Nej
Lyndon Dykes,Skotland,ANG,2526000,2500000,32000,-1000,-5000,1.04,0,0.02,Nej,Nej
Tommy Conway,Skotland,ANG,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Ross Stewart,Skotland,ANG,1989000,2000000,-5000,-1000,-5000,-0.55,0,0.07,Nej,Nej
Lawrence Shankland,Skotland,ANG,2512000,2500000,42000,-5000,-25000,0.48,0,0.14,Nej,Nej
Edmilson Junior,Qatar,ANG,2552000,2500000,24000,-25000,53000,2.08,0,0.01,Nej,Nej
Mohammed Muntari,Qatar,ANG,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.01,Nej,Nej
Yusuf Abdurisag,Qatar,ANG,1982000,2000000,4000,-17000,-5000,-0.90,0,0.05,Nej,Nej
Akram Afif,Qatar,ANG,3474000,3500000,14000,-25000,-15000,-0.74,0,0.04,Nej,Nej
Sultan Mandash,Saudi-Arabien,ANG,2502000,2500000,-5000,-5000,12000,0.08,0,0.01,Nej,Nej
Ahmed Alaaeldin Abdelmotaal,Qatar,ANG,3018000,3000000,32000,-5000,-9000,0.60,0,0.00,Nej,Nej
Almoez Ali,Qatar,ANG,2991000,3000000,-5000,-5000,1000,-0.30,0,0.02,Nej,Nej
Saleh Al-Shehri,Saudi-Arabien,ANG,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.00,Nej,Nej
Abdullah Al-Hamdan,Saudi-Arabien,ANG,2535000,2500000,12000,1000,22000,1.40,0,0.02,Nej,Nej
Firas Al Brikan,Saudi-Arabien,ANG,3473000,3500000,14000,-33000,-8000,-0.77,0,0.00,Nej,Nej
Youssef Msakni,Tunesien,ANG,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Louey Ben Farhat,Tunesien,ANG,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Rayan Elloumi,Tunesien,ANG,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.02,Nej,Nej
Hazem Mastouri,Tunesien,ANG,3610000,3500000,-5000,-5000,120000,3.14,0,0.01,Nej,Nej
Firas Chaouat,Tunesien,ANG,2465000,2500000,-17000,-17000,-1000,-1.40,0,0.00,Nej,Nej
Habib Diallo,Senegal,ANG,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Sadio Mane,Senegal,ANG,5142000,5000000,-5000,55000,92000,2.84,0,0.33,Nej,Nej
Krepin Diatta,Senegal,ANG,2562000,2500000,-15000,-5000,82000,2.48,0,0.01,Nej,Nej
Nicolas Jackson,Senegal,ANG,4630000,4500000,-17000,65000,82000,2.89,0,0.14,Nej,Nej
Boulaye Dia,Senegal,ANG,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Bamba Dieng,Senegal,ANG,1991000,2000000,1000,-5000,-5000,-0.45,0,0.06,Nej,Nej
Pape Cherif Ndiaye,Senegal,ANG,2985000,3000000,-5000,-5000,-5000,-0.50,0,0.02,Nej,Nej
Assane Diao Diaoune,Senegal,ANG,2532000,2500000,-5000,-5000,42000,1.28,0,0.03,Nej,Nej
Abde Ezzalzouli,Marokko,ANG,3000000,3000000,0,0,0,0.00,0,0.16,Ja,Nej
Amine Adli,Marokko,ANG,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Chemsdine Talbi,Marokko,ANG,2539000,2500000,12000,32000,-5000,1.56,0,0.04,Nej,Nej
Ayoub El Kaabi,Marokko,ANG,3546000,3500000,-5000,-5000,56000,1.31,0,0.14,Nej,Nej
Amine Sbai,Marokko,ANG,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.01,Nej,Nej
Brahim Diaz,Marokko,ANG,4722000,4500000,84000,102000,36000,4.93,0,1.75,Nej,Nej
Youssef En-Nesyri,Marokko,ANG,3500000,3500000,0,0,0,0.00,0,0.00,Ja,Nej
Aymen Hussein,Iraq,ANG,3538000,3500000,52000,-9000,-5000,1.09,0,0.04,Nej,Nej
Mohanad Ali,Iraq,ANG,2981000,3000000,-9000,-5000,-5000,-0.63,0,0.01,Nej,Nej
Ali Yousif,Iraq,ANG,1965000,2000000,-5000,-5000,-25000,-1.75,0,0.02,Nej,Nej
Kadir Barria,Panama,ANG,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Cecilio Waterman,Panama,ANG,2003000,2000000,9000,-1000,-5000,0.15,0,0.02,Nej,Nej
Tomas Rodriguez,Panama,ANG,2003000,2000000,-5000,-1000,9000,0.15,0,0.03,Nej,Nej
Ismael Diaz,Panama,ANG,2505000,2500000,11000,-5000,-1000,0.20,0,0.00,Nej,Nej
Jose Fajardo,Panama,ANG,2945000,3000000,-9000,-9000,-37000,-1.83,0,0.01,Nej,Nej
Mostafa Mohamed,Egypten,ANG,3500000,3500000,0,0,0,0.00,0,0.00,Ja,Nej
Aqtay Abdallah,Egypten,ANG,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Hamza Abdelkarim,Egypten,ANG,2066000,2000000,12000,42000,12000,3.30,0,0.06,Nej,Nej
Nasser Mansy,Egypten,ANG,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Mohamed Salah,Egypten,ANG,5420000,5000000,84000,322000,14000,8.40,0,1.22,Nej,Nej
Omar Marmoush,Egypten,ANG,5090000,5000000,24000,54000,12000,1.80,0,0.43,Nej,Nej
Ali Al-Hamadi,Iraq,ANG,2459000,2500000,-7000,-17000,-17000,-1.64,0,0.01,Nej,Nej
Romeo Vermant,Belgien,ANG,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Matias Fernandez-Pardo,Belgien,ANG,2578000,2500000,12000,12000,54000,3.12,0,0.04,Nej,Nej
Alexis Saelemaekers,Belgien,ANG,4176000,4000000,-5000,12000,169000,4.40,0,0.11,Nej,Nej
Lois Openda,Belgien,ANG,4000000,4000000,0,0,0,0.00,0,0.00,Ja,Nej
Leandro Trossard,Belgien,ANG,5911000,5500000,14000,12000,385000,7.47,0,0.51,Nej,Nej
Romelu Lukaku,Belgien,ANG,4751000,4500000,22000,-8000,237000,5.58,0,1.46,Nej,Nej
Charles De Ketelaere,Belgien,ANG,6063000,6000000,4000,-5000,64000,1.05,0,0.33,Nej,Nej
Jeremy Doku,Belgien,ANG,6571000,6500000,14000,-5000,62000,1.09,0,1.93,Nej,Nej
Dodi Lukebakio,Belgien,ANG,3512000,3500000,-5000,22000,-5000,0.34,0,0.09,Nej,Nej
Shahriar Moghanlou,Iran,ANG,2098000,2000000,74000,12000,12000,4.90,0,0.02,Nej,Nej
Dennis 'Dargahi' Eckert Ayensa,Iran,ANG,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.01,Nej,Nej
Alireza Jahanbakhsh,Iran,ANG,2519000,2500000,-5000,12000,12000,0.76,0,0.01,Nej,Nej
Mehdi Taremi,Iran,ANG,3522000,3500000,16000,22000,-16000,0.63,0,0.72,Nej,Nej
Mohammad Mohebi,Iran,ANG,3187000,3000000,161000,12000,14000,6.23,0,0.01,Nej,Nej
Ali Alipour,Iran,ANG,2504000,2500000,14000,-5000,-5000,0.16,0,0.01,Nej,Nej
Amirhossein Hosseinzadeh,Iran,ANG,3019000,3000000,12000,12000,-5000,0.63,0,0.01,Nej,Nej
Haris Tabakovic,Bosnien-Hercegovina,ANG,2985000,3000000,-5000,-5000,-5000,-0.50,0,0.02,Nej,Nej
Samed Bazdar,Bosnien-Hercegovina,ANG,1994000,2000000,4000,-5000,-5000,-0.30,0,0.02,Nej,Nej
Edin Dzeko,Bosnien-Hercegovina,ANG,4518000,4500000,-5000,-21000,44000,0.40,0,0.30,Nej,Nej
Ermedin Demirovic,Bosnien-Hercegovina,ANG,3051000,3000000,4000,-17000,64000,1.70,0,0.10,Nej,Nej
Jordy Caicedo,Ecuador,ANG,2539000,2500000,-5000,12000,32000,1.56,0,0.03,Nej,Nej
John Mercado,Ecuador,ANG,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Janner Corozo,Ecuador,ANG,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Jeremy Arevalo,Ecuador,ANG,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.01,Nej,Nej
Jovo Lukic,Bosnien-Hercegovina,ANG,2125000,2000000,137000,-7000,-5000,6.25,0,0.12,Nej,Nej
Nilson Angulo,Ecuador,ANG,2215000,2000000,-9000,22000,202000,10.75,0,0.04,Nej,Nej
Enner Valencia,Ecuador,ANG,4105000,4000000,-1000,62000,44000,2.63,0,6.29,Nej,Nej
Kevin Rodriguez,Ecuador,ANG,3115000,3000000,-9000,22000,102000,3.83,0,0.08,Nej,Nej
Anthony Valencia,Ecuador,ANG,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.17,Nej,Nej
Luis Diaz,Colombia,ANG,5876000,5500000,302000,62000,12000,6.84,0,6.36,Nej,Nej
Juan 'Cucho' Hernandez,Colombia,ANG,4092000,4000000,102000,-5000,-5000,2.30,0,0.11,Nej,Nej
Luis Suarez Charris,Colombia,ANG,4588000,4500000,44000,32000,12000,1.96,0,1.53,Nej,Nej
Johan Carbonero,Colombia,ANG,3500000,3500000,0,0,0,0.00,0,0.00,Ja,Nej
Rafael Santos Borre,Colombia,ANG,4000000,4000000,0,0,0,0.00,0,0.00,Ja,Nej
Jhon Cordoba,Colombia,ANG,3059000,3000000,-5000,42000,22000,1.97,0,0.06,Nej,Nej
Christian Pulisic,USA,ANG,4068000,4000000,62000,-5000,11000,1.70,0,1.52,Nej,Nej
Patrick Agyemang,USA,ANG,3000000,3000000,0,0,0,0.00,0,0.00,Ja,Nej
Haji Wright,USA,ANG,2522000,2500000,-5000,32000,-5000,0.88,0,0.05,Nej,Nej
Timothy Weah,USA,ANG,3042000,3000000,44000,-5000,3000,1.40,0,0.15,Nej,Nej
Ricardo Pepi,USA,ANG,2581000,2500000,34000,52000,-5000,3.24,0,0.07,Nej,Nej
Folarin Balogun,USA,ANG,4455000,4000000,395000,65000,-5000,11.38,0,1.56,Nej,Nej
Agustin Alvarez,Uruguay,ANG,3000000,3000000,0,0,0,0.00,0,0.00,Ja,Nej
Darwin Nunez,Uruguay,ANG,6007000,6000000,4000,12000,-9000,0.12,0,0.61,Nej,Nej
Facundo Torres,Uruguay,ANG,3500000,3500000,0,0,0,0.00,0,0.00,Ja,Nej
Federico Vinas,Uruguay,ANG,4059000,4000000,44000,16000,-1000,1.47,0,0.14,Nej,Nej
Facundo Pellistri,Uruguay,ANG,3485000,3500000,-5000,-5000,-5000,-0.43,0,0.04,Nej,Nej
Bongokuhle Hlongwane,Sydafrika,ANG,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Relebohile Mofokeng,Sydafrika,ANG,2569000,2500000,-5000,32000,42000,2.76,0,0.01,Nej,Nej
Thapelo Maseko,Sydafrika,ANG,2249000,2000000,-5000,14000,240000,12.45,0,0.04,Nej,Nej
Brian Rodriguez,Uruguay,ANG,3533000,3500000,22000,12000,-1000,0.94,0,0.08,Nej,Nej
Rodrigo Aguirre,Uruguay,ANG,3002000,3000000,12000,-5000,-5000,0.07,0,0.04,Nej,Nej
Julio Enciso,Paraguay,ANG,3651000,3500000,37000,102000,12000,4.31,0,0.05,Nej,Nej
Lyle Foster,Sydafrika,ANG,3481000,3500000,-9000,-5000,-5000,-0.54,0,0.05,Nej,Nej
Evidence Makgopa,Sydafrika,ANG,2593000,2500000,-1000,42000,52000,3.72,0,0.00,Nej,Nej
Mohau Nkota,Sydafrika,ANG,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Tshepang Moremi,Sydafrika,ANG,2592000,2500000,-5000,-5000,102000,3.68,0,0.00,Nej,Nej
Oswin Appollis,Sydafrika,ANG,3555000,3500000,-1000,14000,42000,1.57,0,0.01,Nej,Nej
Thapelo Morena,Sydafrika,ANG,3000000,3000000,0,0,0,0.00,0,0.00,Ja,Nej
Iqraam Rayners,Sydafrika,ANG,2519000,2500000,-17000,4000,32000,0.76,0,0.01,Nej,Nej
Alex Arce,Paraguay,ANG,2488000,2500000,-19000,-5000,12000,-0.48,0,0.02,Nej,Nej
Ronaldo Martinez,Paraguay,ANG,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Gabriel Avalos,Paraguay,ANG,2039000,2000000,-5000,32000,12000,1.95,0,0.01,Nej,Nej
Angel Romero,Paraguay,ANG,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Antonio Sanabria,Paraguay,ANG,3965000,4000000,-25000,-5000,-5000,-0.88,0,0.03,Nej,Nej
Ben Waine,New Zealand,ANG,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.01,Nej,Nej
Isidro Pitta,Paraguay,ANG,2032000,2000000,-5000,42000,-5000,1.60,0,0.02,Nej,Nej
Logan Rogerson,New Zealand,ANG,2495000,2500000,0,0,-5000,-0.20,0,0.00,Ja,Nej
Kosta Barbarouses,New Zealand,ANG,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.00,Nej,Nej
Jesse Randall,New Zealand,ANG,1980000,2000000,12000,-9000,-23000,-1.00,0,0.01,Nej,Nej
Chris Wood,New Zealand,ANG,3610000,3500000,156000,-15000,-31000,3.14,0,0.19,Nej,Nej
Santiago Gimenez,Mexico,ANG,3579000,3500000,-5000,32000,52000,2.26,0,0.40,Nej,Nej
Julian Quinones,Mexico,ANG,3499000,3000000,260000,52000,187000,16.63,0,1.25,Nej,Nej
Alexis Vega,Mexico,ANG,2522000,2500000,32000,-5000,-5000,0.88,0,0.23,Nej,Nej
Armando Gonzalez,Mexico,ANG,2522000,2500000,32000,-5000,-5000,0.88,0,0.06,Nej,Nej
Guillermo Martínez,Mexico,ANG,1990000,2000000,-5000,-5000,,-0.50,0,0.12,Nej,Nej
German Berterame,Mexico,ANG,3000000,3000000,0,0,0,0.00,0,0.00,Ja,Nej
Raul Jimenez,Mexico,ANG,4734000,4500000,187000,52000,-5000,5.20,0,3.13,Nej,Nej
Heung-Min Son,Sydkorea,ANG,6026000,6000000,44000,-9000,-9000,0.43,0,0.52,Nej,Nej
Gue-sung Cho,Sydkorea,ANG,2483000,2500000,-5000,9000,-21000,-0.68,0,0.18,Nej,Nej
Hyeon-Gyu Oh,Sydkorea,ANG,3707000,3500000,207000,-1000,1000,5.91,0,0.11,Nej,Nej
Yuito Suzuki,Japan,ANG,2532000,2500000,-5000,42000,-5000,1.28,0,0.15,Nej,Nej
Shuto Machino,Japan,ANG,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.00,Nej,Nej
Koki Ogawa,Japan,ANG,4089000,4000000,82000,-5000,12000,2.23,0,0.18,Nej,Nej
Ayase Ueda,Japan,ANG,5945000,5500000,6000,425000,14000,8.09,0,0.43,Nej,Nej
Daizen Maeda,Japan,ANG,2640000,2500000,6000,-5000,139000,5.60,0,0.10,Nej,Nej
Keisuke Goto,Japan,ANG,2522000,2500000,-5000,32000,-5000,0.88,0,0.02,Nej,Nej
Kento Shiogai,Japan,ANG,2512000,2500000,22000,-5000,-5000,0.48,0,0.03,Nej,Nej
Prince Adu,Ghana,ANG,2049000,2000000,42000,12000,-5000,2.45,0,0.06,Nej,Nej
Noni Madueke,England,ANG,3610000,3500000,46000,12000,52000,3.14,0,0.45,Nej,Nej
Iñaki Williams,Ghana,ANG,2982000,3000000,-5000,-8000,-5000,-0.60,0,0.25,Nej,Nej
Christopher Bonsu Baah,Ghana,ANG,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.00,Nej,Nej
Brandon Thomas-Asante,Ghana,ANG,2598000,2500000,102000,-5000,1000,3.92,0,0.01,Nej,Nej
Antoine Semenyo,Ghana,ANG,4080000,4000000,75000,12000,-7000,2.00,0,1.15,Nej,Nej
Issahaku Abdul Fatawu,Ghana,ANG,2555000,2500000,42000,12000,1000,2.20,0,0.01,Nej,Nej
Kamaldeen Sulemana,Ghana,ANG,3018000,3000000,32000,-5000,-9000,0.60,0,0.07,Nej,Nej
Jordan Ayew,Ghana,ANG,3035000,3000000,32000,12000,-9000,1.17,0,0.36,Nej,Nej
Daniel Nana Agyei,Ghana,ANG,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Anthony Gordon,England,ANG,4073000,4000000,56000,22000,-5000,1.82,0,1.66,Nej,Nej
Ernest Nuamah,Ghana,ANG,2588000,2500000,32000,-5000,61000,3.52,0,0.05,Nej,Nej
Ollie Watkins,England,ANG,4022000,4000000,-5000,-5000,32000,0.55,0,0.32,Nej,Nej
Yan Diomande,Elfenbenskysten,ANG,3188000,3000000,75000,1000,112000,6.27,0,1.39,Nej,Nej
Evann Guessand,Elfenbenskysten,ANG,2981000,3000000,-5000,-9000,-5000,-0.63,0,0.04,Nej,Nej
Nicolas Pepe,Elfenbenskysten,ANG,2878000,2500000,32000,-9000,355000,15.12,0,0.09,Nej,Nej
Amad Diallo,Elfenbenskysten,ANG,3760000,3500000,217000,1000,42000,7.43,0,1.10,Nej,Nej
Simon Adingra,Elfenbenskysten,ANG,2481000,2500000,-5000,-9000,-5000,-0.76,0,0.04,Nej,Nej
Benie Traore,Elfenbenskysten,ANG,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Jarrod Bowen,England,ANG,3000000,3000000,0,0,0,0.00,0,0.00,Ja,Nej
Bukayo Saka,England,ANG,6726000,6500000,102000,22000,102000,3.48,0,1.34,Nej,Nej
Harry Kane,England,ANG,10058000,9500000,349000,22000,187000,5.87,0,14.17,Nej,Nej
Marcus Rashford,England,ANG,5741000,5500000,167000,12000,62000,4.38,0,1.30,Nej,Nej
Ivan Toney,England,ANG,3485000,3500000,-5000,-5000,-5000,-0.43,0,0.16,Nej,Nej
Rayan,Brasilien,ANG,3169000,3000000,-5000,42000,132000,5.63,0,0.17,Nej,Nej
Oumar Diakite,Elfenbenskysten,ANG,2522000,2500000,-5000,-5000,32000,0.88,0,0.01,Nej,Nej
Martial Godo,Elfenbenskysten,ANG,3000000,3000000,0,0,0,0.00,0,0.00,Ja,Nej
Ange-Yoan Bonny,Elfenbenskysten,ANG,2605000,2500000,42000,11000,52000,4.20,0,0.05,Nej,Nej
Bazoumana Toure,Elfenbenskysten,ANG,2059000,2000000,32000,-5000,32000,2.95,0,0.06,Nej,Nej
Elye Wahi,Elfenbenskysten,ANG,2579000,2500000,42000,-5000,42000,3.16,0,0.02,Nej,Nej
João Pedro,Brasilien,ANG,4000000,4000000,0,0,0,0.00,0,0.00,Ja,Nej
Luiz Henrique,Brasilien,ANG,3002000,3000000,12000,-5000,-5000,0.07,0,0.25,Nej,Nej
Igor Thiago,Brasilien,ANG,4014000,4000000,24000,-5000,-5000,0.35,0,2.43,Nej,Nej
Endrick,Brasilien,ANG,2559000,2500000,-5000,32000,32000,2.36,0,2.72,Nej,Nej
Raphinha,Brasilien,ANG,6581000,6500000,24000,62000,-5000,1.25,0,7.75,Nej,Nej
Gabriel Martinelli,Brasilien,ANG,4059000,4000000,-5000,32000,32000,1.47,0,0.43,Nej,Nej
Vinicius Junior,Brasilien,ANG,8397000,7500000,192000,290000,415000,11.96,0,6.60,Nej,Nej
Matheus Cunha,Brasilien,ANG,5061000,4500000,12000,352000,197000,12.47,0,2.38,Nej,Nej
Neymar Jr.,Brasilien,ANG,5532000,5500000,-5000,-5000,42000,0.58,0,1.07,Nej,Nej
Awer Mabil,Australien,ANG,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.03,Nej,Nej
Giuliano Simeone,Argentina,ANG,4034000,4000000,-5000,-5000,44000,0.85,0,0.32,Nej,Nej
Jose Manuel Lopez,Argentina,ANG,2522000,2500000,-5000,-5000,32000,0.88,0,0.09,Nej,Nej
Deni Juric,Australien,ANG,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Nishan Velupillay,Australien,ANG,2520000,2500000,42000,-17000,-5000,0.80,0,0.01,Nej,Nej
Ante Suto,Australien,ANG,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Martin Boyle,Australien,ANG,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Nestory Irankunda,Australien,ANG,3761000,3500000,250000,-1000,12000,7.46,0,0.05,Nej,Nej
Tete Yengi,Australien,ANG,2059000,2000000,42000,-5000,22000,2.95,0,0.05,Nej,Nej
Mohamed Toure,Australien,ANG,3030000,3000000,42000,-7000,-5000,1.00,0,0.04,Nej,Nej
Julian Alvarez,Argentina,ANG,6168000,6000000,52000,52000,64000,2.80,0,9.22,Nej,Nej
Riyad Mahrez,Algeriet,ANG,4396000,4000000,-9000,104000,301000,9.90,0,0.11,Nej,Nej
Nico Gonzalez,Argentina,ANG,4149000,4000000,112000,42000,-5000,3.72,0,0.23,Nej,Nej
Lautaro Martinez,Argentina,ANG,8303000,8000000,52000,42000,209000,3.79,0,0.84,Nej,Nej
Lionel Messi,Argentina,ANG,9152000,8000000,620000,365000,167000,14.40,0,10.82,Nej,Nej
Amine Gouiri,Algeriet,ANG,3218000,3000000,-17000,219000,16000,7.27,0,0.11,Nej,Nej
Baghdad Bounedjah,Algeriet,ANG,3000000,3000000,0,0,0,0.00,0,0.00,Ja,Nej
Amin Chiakha,Algeriet,ANG,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Mohamed Amoura,Algeriet,ANG,3481000,3500000,-9000,-5000,-5000,-0.54,0,0.05,Nej,Nej
Fares Ghedjemis,Algeriet,ANG,1994000,2000000,-5000,-5000,4000,-0.30,0,0.00,Nej,Nej
Adil Boulbina,Algeriet,ANG,2489000,2500000,-1000,-5000,-5000,-0.44,0,0.01,Nej,Nej
Anis Hadj Moussa,Algeriet,ANG,2520000,2500000,-17000,42000,-5000,0.80,0,0.02,Nej,Nej
Ahmed Nadhir Benbouali,Algeriet,ANG,2177000,2000000,-5000,187000,-5000,8.85,0,0.04,Nej,Nej
Anthony Elanga,Sverige,ANG,3870000,3500000,42000,126000,202000,10.57,0,0.33,Nej,Nej
Williot Swedberg,Sverige,ANG,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Alexander Isak,Sverige,ANG,5465000,5000000,392000,39000,34000,9.30,0,1.11,Nej,Nej
Viktor Gyökeres,Sverige,ANG,6322000,6000000,269000,-1000,54000,5.37,0,0.92,Nej,Nej
Benjamin Nygren,Sverige,ANG,3033000,3000000,54000,-33000,12000,1.10,0,0.21,Nej,Nej
Mikel Oyarzabal,Spanien,ANG,7979000,7500000,22000,415000,42000,6.39,0,16.67,Nej,Nej
Gustaf Nilsson,Sverige,ANG,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.11,Nej,Nej
Borja Iglesias,Spanien,ANG,3485000,3500000,-5000,-5000,-5000,-0.43,0,0.17,Nej,Nej
Samuel Aghehowa,Spanien,ANG,3000000,3000000,0,0,0,0.00,0,0.00,Ja,Nej
Victor Munoz,Spanien,ANG,2985000,3000000,-5000,-5000,-5000,-0.50,0,0.16,Nej,Nej
Nico Williams,Spanien,ANG,4576000,4500000,12000,32000,32000,1.69,0,5.39,Nej,Nej
Ferran Torres,Spanien,ANG,5106000,5000000,22000,52000,32000,2.12,0,6.97,Nej,Nej
Lamine Yamal,Spanien,ANG,9291000,9000000,12000,237000,42000,3.23,0,9.78,Nej,Nej
Noa Lang,Holland,ANG,3059000,3000000,-5000,32000,32000,1.97,0,0.08,Nej,Nej
Cody Gakpo,Holland,ANG,7025000,6500000,34000,437000,54000,8.08,0,1.39,Nej,Nej
Donyell Malen,Holland,ANG,4650000,4500000,44000,52000,54000,3.33,0,0.95,Nej,Nej
Brian Brobbey,Holland,ANG,3110000,2500000,4000,354000,252000,24.40,0,0.18,Nej,Nej
Wout Weghorst,Holland,ANG,2985000,3000000,-5000,-5000,-5000,-0.50,0,0.21,Nej,Nej
Memphis Depay,Holland,ANG,4118000,4000000,-16000,102000,32000,2.95,0,1.14,Nej,Nej
Jean-Philippe Mateta,Frankrig,ANG,3532000,3500000,-5000,-5000,42000,0.91,0,0.15,Nej,Nej
Kylian Mbappe,Frankrig,ANG,10913000,10000000,324000,395000,194000,9.13,0,20.06,Nej,Nej
Ousmane Dembele,Frankrig,ANG,6401000,5500000,42000,257000,602000,16.38,0,17.14,Nej,Nej
Michael Olise,Frankrig,ANG,7403000,7000000,167000,182000,54000,5.76,0,21.74,Nej,Nej
Rayan Cherki,Frankrig,ANG,4108000,4000000,34000,32000,42000,2.70,0,2.84,Nej,Nej
Marcus Thuram,Frankrig,ANG,5022000,5000000,-5000,32000,-5000,0.44,0,0.30,Nej,Nej
Desire Doue,Frankrig,ANG,4303000,4000000,62000,32000,209000,7.58,0,5.93,Nej,Nej
Maghnes Akliouche,Frankrig,ANG,3522000,3500000,-5000,32000,-5000,0.63,0,0.03,Nej,Nej
Hugo Ekitike,Frankrig,ANG,6000000,6000000,0,0,0,0.00,0,0.00,Ja,Nej
Randal Kolo Muani,Frankrig,ANG,4500000,4500000,0,0,0,0.00,0,0.00,Ja,Nej
Deniz Undav,Tyskland,ANG,4183000,3500000,307000,385000,-9000,19.51,0,2.20,Nej,Nej
Maximilian Beier,Tyskland,ANG,2481000,2500000,-5000,-5000,-9000,-0.76,0,0.16,Nej,Nej
Nick Woltemade,Tyskland,ANG,5985000,6000000,-5000,-5000,-5000,-0.25,0,0.62,Nej,Nej
Kai Havertz,Tyskland,ANG,5932000,5500000,377000,44000,11000,7.85,0,28.82,Nej,Nej
Andrej Kramaric,Kroatien,ANG,5528000,5500000,-9000,42000,-5000,0.51,0,0.12,Nej,Nej
Leroy Sane,Tyskland,ANG,5746000,5500000,94000,24000,128000,4.47,0,1.18,Nej,Nej
Serge Gnabry,Tyskland,ANG,6000000,6000000,0,0,0,0.00,0,0.00,Ja,Nej
Ivan Perisic,Kroatien,ANG,4623000,4500000,47000,42000,34000,2.73,0,0.32,Nej,Nej
Petar Musa,Kroatien,ANG,2647000,2500000,120000,32000,-5000,5.88,0,0.50,Nej,Nej
Ante Budimir,Kroatien,ANG,3744000,3500000,-5000,207000,42000,6.97,0,0.14,Nej,Nej
Igor Matanovic,Kroatien,ANG,2530000,2500000,1000,-5000,34000,1.20,0,0.02,Nej,Nej
Marco Pasalic,Kroatien,ANG,3085000,3000000,1000,52000,32000,2.83,0,0.07,Nej,Nej
Sasa Kalajdzic,Østrig,ANG,2704000,2500000,42000,-5000,167000,8.16,0,0.03,Nej,Nej
Raul Florucz,Østrig,ANG,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Marco Grüll,Østrig,ANG,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Michael Gregoritsch,Østrig,ANG,3562000,3500000,-5000,-9000,76000,1.77,0,0.15,Nej,Nej
Marko Arnautovic,Østrig,ANG,4789000,4500000,179000,-9000,119000,6.42,0,0.23,Nej,Nej
Yunus Akgün,Tyrkiet,ANG,2457000,2500000,-29000,-9000,-5000,-1.72,0,0.03,Nej,Nej
Baris Alper Yilmaz,Tyrkiet,ANG,3211000,3000000,-9000,-1000,221000,7.03,0,0.68,Nej,Nej
